transaction_date,product_id,product_name,category,units_sold,revenue,cogs,gross_margin,transactions,margin_pct,lag_1d,lag_7d,lag_14d,rolling_7d_avg,rolling_30d_avg,day_of_week,day_of_week_num,is_weekend,month,week,year,quarter,is_holiday_window,holiday_name,demand_multiplier,days_to_holiday
2024-12-04,P008,Cheese Danish,Pastry,1,3.5,1.2,2.3,1,65.71,3.0,1.0,15.0,16.0,13.3,Wednesday,2,False,12,49,2024,4,False,,1.0,20
2024-12-05,P008,Cheese Danish,Pastry,13,45.5,15.6,29.9,6,65.71,1.0,14.0,7.0,16.0,12.933333333333334,Thursday,3,False,12,49,2024,4,False,,1.0,19
2024-12-06,P008,Cheese Danish,Pastry,8,28.0,9.6,18.4,5,65.71,13.0,23.0,4.0,15.857142857142858,13.2,Friday,4,False,12,49,2024,4,False,,1.0,18
2024-12-07,P008,Cheese Danish,Pastry,7,24.5,8.4,16.099999999999998,6,65.71,8.0,37.0,20.0,13.714285714285714,13.166666666666666,Saturday,5,True,12,49,2024,4,False,,1.0,17
2024-12-08,P008,Cheese Danish,Pastry,6,21.0,7.2,13.8,3,65.71,7.0,21.0,21.0,9.428571428571429,13.333333333333334,Sunday,6,True,12,49,2024,4,False,,1.0,16
2024-12-09,P008,Cheese Danish,Pastry,8,28.0,9.6,18.4,5,65.71,6.0,13.0,13.0,7.285714285714286,13.433333333333334,Monday,0,False,12,50,2024,4,False,,1.0,15
2024-12-10,P008,Cheese Danish,Pastry,4,14.0,4.8,9.2,2,65.71,8.0,3.0,8.0,6.571428571428571,12.466666666666667,Tuesday,1,False,12,50,2024,4,False,,1.0,14
2024-12-11,P008,Cheese Danish,Pastry,6,21.0,7.199999999999999,13.799999999999999,2,65.71,4.0,1.0,1.0,6.714285714285714,11.966666666666667,Wednesday,2,False,12,50,2024,4,False,,1.0,13
2024-12-12,P008,Cheese Danish,Pastry,2,7.0,2.4,4.6,2,65.71,6.0,13.0,14.0,7.428571428571429,11.8,Thursday,3,False,12,50,2024,4,False,,1.0,12
2024-12-13,P008,Cheese Danish,Pastry,9,31.5,10.8,20.7,4,65.71,2.0,8.0,23.0,5.857142857142857,11.233333333333333,Friday,4,False,12,50,2024,4,False,,1.0,11
2024-12-14,P008,Cheese Danish,Pastry,14,49.0,16.8,32.199999999999996,7,65.71,9.0,7.0,37.0,6.0,11.133333333333333,Saturday,5,True,12,50,2024,4,False,,1.0,10
2024-12-15,P008,Cheese Danish,Pastry,17,59.5,20.4,39.099999999999994,8,65.71,14.0,6.0,21.0,7.0,11.533333333333333,Sunday,6,True,12,50,2024,4,False,,1.0,9
2024-12-16,P008,Cheese Danish,Pastry,4,14.0,4.8,9.2,3,65.71,17.0,8.0,13.0,8.571428571428571,11.6,Monday,0,False,12,51,2024,4,False,,1.0,8
2024-12-17,P008,Cheese Danish,Pastry,10,35.0,12.0,23.0,5,65.71,4.0,4.0,3.0,8.0,11.266666666666667,Tuesday,1,False,12,51,2024,4,False,,1.0,7
2024-12-18,P008,Cheese Danish,Pastry,19,66.5,22.8,43.699999999999996,12,65.71,10.0,6.0,1.0,8.857142857142858,11.066666666666666,Wednesday,2,False,12,51,2024,4,False,,1.0,6
2024-12-19,P008,Cheese Danish,Pastry,6,21.0,7.2,13.8,4,65.71,19.0,2.0,13.0,10.714285714285714,11.233333333333333,Thursday,3,False,12,51,2024,4,False,,1.0,5
2024-12-20,P008,Cheese Danish,Pastry,2,7.0,2.4,4.6,1,65.71,6.0,9.0,8.0,11.285714285714286,11.133333333333333,Friday,4,False,12,51,2024,4,False,,1.0,4
2024-12-21,P008,Cheese Danish,Pastry,39,136.5,46.8,89.7,23,65.71,2.0,14.0,7.0,10.285714285714286,10.7,Saturday,5,True,12,51,2024,4,True,Christmas Eve,2.5,3
2024-12-22,P008,Cheese Danish,Pastry,55,192.5,66.0,126.5,30,65.71,39.0,17.0,6.0,13.857142857142858,11.766666666666667,Sunday,6,True,12,51,2024,4,True,Christmas Day,2.3,2
2024-12-23,P008,Cheese Danish,Pastry,28,98.0,33.6,64.39999999999999,16,65.71,55.0,4.0,8.0,19.285714285714285,13.466666666666667,Monday,0,False,12,52,2024,4,True,Christmas Day,2.3,1
2024-12-24,P008,Cheese Danish,Pastry,10,35.0,12.0,23.0,7,65.71,28.0,10.0,4.0,22.714285714285715,13.733333333333333,Tuesday,1,False,12,52,2024,4,True,Christmas Day,2.3,0
2024-12-25,P008,Cheese Danish,Pastry,36,126.0,43.199999999999996,82.8,18,65.71,10.0,19.0,6.0,22.714285714285715,13.366666666666667,Wednesday,2,False,12,52,2024,4,True,Christmas Day,2.3,0
2024-12-26,P008,Cheese Danish,Pastry,26,91.0,31.2,59.8,15,65.71,36.0,6.0,2.0,25.142857142857142,14.133333333333333,Thursday,3,False,12,52,2024,4,True,Christmas Day,2.3,5
2024-12-27,P008,Cheese Danish,Pastry,15,52.5,18.0,34.5,9,65.71,26.0,2.0,9.0,28.0,14.733333333333333,Friday,4,False,12,52,2024,4,True,Christmas Day,2.3,4
2024-12-28,P008,Cheese Danish,Pastry,33,115.5,39.6,75.89999999999999,20,65.71,15.0,39.0,14.0,29.857142857142858,15.2,Saturday,5,True,12,52,2024,4,True,New Year's Eve,1.9,3
2024-12-29,P008,Cheese Danish,Pastry,22,77.0,26.4,50.599999999999994,15,65.71,33.0,55.0,17.0,29.0,15.833333333333334,Sunday,6,True,12,52,2024,4,True,New Year's Eve,1.9,2
2024-12-30,P008,Cheese Danish,Pastry,19,66.5,22.8,43.7,10,65.71,22.0,28.0,4.0,24.285714285714285,15.8,Monday,0,False,12,1,2024,4,True,New Year's Eve,1.9,1
2024-12-31,P008,Cheese Danish,Pastry,18,63.0,21.599999999999998,41.4,11,65.71,19.0,10.0,10.0,23.0,15.2,Tuesday,1,False,12,1,2024,4,True,New Year's Eve,1.9,0
2025-01-01,P008,Cheese Danish,Pastry,10,35.0,12.0,23.0,6,65.71,18.0,36.0,19.0,24.142857142857142,15.1,Wednesday,2,False,1,1,2025,1,True,New Year's Eve,1.9,30
2025-01-02,P008,Cheese Danish,Pastry,14,49.0,16.8,32.199999999999996,8,65.71,10.0,26.0,6.0,20.428571428571427,15.0,Thursday,3,False,1,1,2025,1,True,New Year's Eve,1.9,30
2025-01-03,P008,Cheese Danish,Pastry,7,24.5,8.4,16.099999999999998,6,65.71,14.0,15.0,2.0,18.714285714285715,15.366666666666667,Friday,4,False,1,1,2025,1,True,New Year's Eve,1.9,30
2025-01-04,P008,Cheese Danish,Pastry,19,66.5,22.8,43.699999999999996,12,65.71,7.0,33.0,39.0,17.571428571428573,15.566666666666666,Saturday,5,True,1,1,2025,1,False,,1.0,30
2025-01-05,P008,Cheese Danish,Pastry,25,87.5,30.0,57.5,12,65.71,19.0,22.0,55.0,15.571428571428571,15.766666666666667,Sunday,6,True,1,1,2025,1,False,,1.0,30
2025-01-06,P008,Cheese Danish,Pastry,9,31.5,10.8,20.7,4,65.71,25.0,19.0,28.0,16.0,16.333333333333332,Monday,0,False,1,2,2025,1,False,,1.0,30
2025-01-07,P008,Cheese Danish,Pastry,11,38.5,13.2,25.299999999999997,6,65.71,9.0,18.0,10.0,14.571428571428571,16.4,Tuesday,1,False,1,2,2025,1,False,,1.0,30
2025-01-09,P008,Cheese Danish,Pastry,9,31.5,10.799999999999999,20.7,5,65.71,11.0,10.0,36.0,13.571428571428571,16.566666666666666,Thursday,3,False,1,2,2025,1,False,,1.0,30
2025-01-10,P008,Cheese Danish,Pastry,9,31.5,10.8,20.7,5,65.71,9.0,14.0,26.0,13.428571428571429,16.6,Friday,4,False,1,2,2025,1,False,,1.0,30
2025-01-11,P008,Cheese Danish,Pastry,29,101.5,34.8,66.69999999999999,15,65.71,9.0,7.0,15.0,12.714285714285714,16.766666666666666,Saturday,5,True,1,2,2025,1,False,,1.0,30
2025-01-12,P008,Cheese Danish,Pastry,11,38.5,13.2,25.299999999999997,6,65.71,29.0,19.0,33.0,15.857142857142858,17.533333333333335,Sunday,6,True,1,2,2025,1,False,,1.0,30
2025-01-13,P008,Cheese Danish,Pastry,6,21.0,7.2,13.799999999999999,4,65.71,11.0,25.0,22.0,14.714285714285714,17.833333333333332,Monday,0,False,1,3,2025,1,False,,1.0,30
2025-01-14,P008,Cheese Danish,Pastry,8,28.0,9.6,18.4,5,65.71,6.0,9.0,19.0,12.0,17.733333333333334,Tuesday,1,False,1,3,2025,1,False,,1.0,30
2025-01-15,P008,Cheese Danish,Pastry,17,59.5,20.4,39.099999999999994,11,65.71,8.0,11.0,18.0,11.857142857142858,17.533333333333335,Wednesday,2,False,1,3,2025,1,False,,1.0,30
2025-01-16,P008,Cheese Danish,Pastry,2,7.0,2.4,4.6,2,65.71,17.0,9.0,10.0,12.714285714285714,17.533333333333335,Thursday,3,False,1,3,2025,1,False,,1.0,29
2025-01-17,P008,Cheese Danish,Pastry,8,28.0,9.6,18.4,5,65.71,2.0,9.0,14.0,11.714285714285714,17.466666666666665,Friday,4,False,1,3,2025,1,False,,1.0,28
2025-01-18,P008,Cheese Danish,Pastry,18,63.0,21.6,41.4,9,65.71,8.0,29.0,7.0,11.571428571428571,17.4,Saturday,5,True,1,3,2025,1,False,,1.0,27
2025-01-19,P008,Cheese Danish,Pastry,31,108.5,37.2,71.3,15,65.71,18.0,11.0,19.0,10.0,17.366666666666667,Sunday,6,True,1,3,2025,1,False,,1.0,26
2025-01-20,P008,Cheese Danish,Pastry,7,24.5,8.4,16.1,4,65.71,31.0,6.0,25.0,12.857142857142858,18.2,Monday,0,False,1,4,2025,1,False,,1.0,25
2025-01-21,P008,Cheese Danish,Pastry,6,21.0,7.2,13.8,3,65.71,7.0,8.0,9.0,13.0,18.366666666666667,Tuesday,1,False,1,4,2025,1,False,,1.0,24
2025-01-22,P008,Cheese Danish,Pastry,6,21.0,7.2,13.8,4,65.71,6.0,17.0,11.0,12.714285714285714,17.266666666666666,Wednesday,2,False,1,4,2025,1,False,,1.0,23
2025-01-23,P008,Cheese Danish,Pastry,8,28.0,9.6,18.4,4,65.71,6.0,2.0,9.0,11.142857142857142,15.633333333333333,Thursday,3,False,1,4,2025,1,False,,1.0,22
2025-01-24,P008,Cheese Danish,Pastry,2,7.0,2.4,4.6,2,65.71,8.0,8.0,9.0,12.0,14.966666666666667,Friday,4,False,1,4,2025,1,False,,1.0,21
2025-01-25,P008,Cheese Danish,Pastry,4,14.0,4.8,9.2,3,65.71,2.0,18.0,29.0,11.142857142857142,14.7,Saturday,5,True,1,4,2025,1,False,,1.0,20
2025-01-26,P008,Cheese Danish,Pastry,6,21.0,7.2,13.8,4,65.71,4.0,31.0,11.0,9.142857142857142,13.633333333333333,Sunday,6,True,1,4,2025,1,False,,1.0,19
2025-01-27,P008,Cheese Danish,Pastry,10,35.0,12.0,23.0,6,65.71,6.0,7.0,6.0,5.571428571428571,12.966666666666667,Monday,0,False,1,5,2025,1,False,,1.0,18
2025-01-28,P008,Cheese Danish,Pastry,12,42.0,14.4,27.6,6,65.71,10.0,6.0,8.0,6.0,12.8,Tuesday,1,False,1,5,2025,1,False,,1.0,17
2025-01-29,P008,Cheese Danish,Pastry,8,28.0,9.6,18.4,6,65.71,12.0,6.0,17.0,6.857142857142857,12.1,Wednesday,2,False,1,5,2025,1,False,,1.0,16
2025-01-30,P008,Cheese Danish,Pastry,3,10.5,3.5999999999999996,6.8999999999999995,2,65.71,8.0,8.0,2.0,7.142857142857143,11.633333333333333,Thursday,3,False,1,5,2025,1,False,,1.0,15
2025-01-31,P008,Cheese Danish,Pastry,6,21.0,7.2,13.8,4,65.71,3.0,2.0,8.0,6.428571428571429,11.1,Friday,4,False,1,5,2025,1,False,,1.0,14
2025-02-01,P008,Cheese Danish,Pastry,12,42.0,14.399999999999999,27.599999999999998,8,65.71,6.0,4.0,18.0,7.0,10.7,Saturday,5,True,2,5,2025,1,False,,1.0,13
2025-02-02,P008,Cheese Danish,Pastry,15,52.5,18.0,34.5,9,65.71,12.0,6.0,31.0,8.142857142857142,10.766666666666667,Sunday,6,True,2,5,2025,1,False,,1.0,12
2025-02-03,P008,Cheese Danish,Pastry,8,28.0,9.6,18.4,4,65.71,15.0,10.0,7.0,9.428571428571429,10.8,Monday,0,False,2,6,2025,1,False,,1.0,11
2025-02-04,P008,Cheese Danish,Pastry,9,31.5,10.8,20.7,4,65.71,8.0,12.0,6.0,9.142857142857142,10.833333333333334,Tuesday,1,False,2,6,2025,1,False,,1.0,10
2025-02-05,P008,Cheese Danish,Pastry,5,17.5,6.0,11.5,2,65.71,9.0,8.0,6.0,8.714285714285714,10.5,Wednesday,2,False,2,6,2025,1,False,,1.0,9
2025-02-06,P008,Cheese Danish,Pastry,8,28.0,9.6,18.4,5,65.71,5.0,3.0,8.0,8.285714285714286,9.833333333333334,Thursday,3,False,2,6,2025,1,False,,1.0,8
2025-02-07,P008,Cheese Danish,Pastry,7,24.5,8.4,16.099999999999998,6,65.71,8.0,6.0,2.0,9.0,9.8,Friday,4,False,2,6,2025,1,False,,1.0,7
2025-02-08,P008,Cheese Danish,Pastry,7,24.5,8.4,16.1,5,65.71,7.0,12.0,4.0,9.142857142857142,9.666666666666666,Saturday,5,True,2,6,2025,1,False,,1.0,6
2025-02-09,P008,Cheese Danish,Pastry,16,56.0,19.2,36.8,7,65.71,7.0,15.0,6.0,8.428571428571429,9.6,Sunday,6,True,2,6,2025,1,False,,1.0,5
2025-02-10,P008,Cheese Danish,Pastry,5,17.5,6.0,11.5,4,65.71,16.0,8.0,10.0,8.571428571428571,9.833333333333334,Monday,0,False,2,7,2025,1,False,,1.0,4
2025-02-11,P008,Cheese Danish,Pastry,18,63.0,21.599999999999998,41.4,11,65.71,5.0,9.0,12.0,8.142857142857142,9.033333333333333,Tuesday,1,False,2,7,2025,1,True,Valentine's Day,2.2,3
2025-02-12,P008,Cheese Danish,Pastry,11,38.5,13.200000000000001,25.3,5,65.71,18.0,5.0,8.0,9.428571428571429,9.266666666666667,Wednesday,2,False,2,7,2025,1,True,Valentine's Day,2.2,2
2025-02-13,P008,Cheese Danish,Pastry,19,66.5,22.8,43.699999999999996,10,65.71,11.0,8.0,3.0,10.285714285714286,9.433333333333334,Thursday,3,False,2,7,2025,1,True,Valentine's Day,2.2,1
2025-02-14,P008,Cheese Danish,Pastry,21,73.5,25.2,48.3,11,65.71,19.0,7.0,6.0,11.857142857142858,9.8,Friday,4,False,2,7,2025,1,True,Valentine's Day,2.2,0
2025-02-15,P008,Cheese Danish,Pastry,19,66.5,22.8,43.699999999999996,11,65.71,21.0,7.0,12.0,13.857142857142858,9.933333333333334,Saturday,5,True,2,7,2025,1,True,Valentine's Day,2.2,30
2025-02-16,P008,Cheese Danish,Pastry,19,66.5,22.8,43.699999999999996,12,65.71,19.0,16.0,15.0,15.571428571428571,10.5,Sunday,6,True,2,7,2025,1,True,Valentine's Day,2.2,30
2025-02-17,P008,Cheese Danish,Pastry,20,70.0,24.0,46.0,11,65.71,19.0,5.0,8.0,16.0,10.866666666666667,Monday,0,False,2,8,2025,1,True,Valentine's Day,2.2,30
2025-02-18,P008,Cheese Danish,Pastry,9,31.5,10.8,20.7,3,65.71,20.0,18.0,9.0,18.142857142857142,10.933333333333334,Tuesday,1,False,2,8,2025,1,False,,1.0,30
2025-02-19,P008,Cheese Danish,Pastry,8,28.0,9.6,18.4,5,65.71,9.0,11.0,5.0,16.857142857142858,10.2,Wednesday,2,False,2,8,2025,1,False,,1.0,30
2025-02-20,P008,Cheese Danish,Pastry,11,38.5,13.2,25.299999999999997,6,65.71,8.0,19.0,8.0,16.428571428571427,10.233333333333333,Thursday,3,False,2,8,2025,1,False,,1.0,30
2025-02-21,P008,Cheese Danish,Pastry,6,21.0,7.2,13.799999999999999,5,65.71,11.0,21.0,7.0,15.285714285714286,10.4,Friday,4,False,2,8,2025,1,False,,1.0,30
2025-02-22,P008,Cheese Danish,Pastry,15,52.5,18.0,34.5,8,65.71,6.0,19.0,7.0,13.142857142857142,10.4,Saturday,5,True,2,8,2025,1,False,,1.0,30
2025-02-23,P008,Cheese Danish,Pastry,9,31.5,10.8,20.7,5,65.71,15.0,19.0,16.0,12.571428571428571,10.633333333333333,Sunday,6,True,2,8,2025,1,False,,1.0,30
2025-02-24,P008,Cheese Danish,Pastry,18,63.0,21.6,41.4,9,65.71,9.0,20.0,5.0,11.142857142857142,10.866666666666667,Monday,0,False,2,9,2025,1,False,,1.0,30
2025-02-25,P008,Cheese Danish,Pastry,7,24.5,8.4,16.1,3,65.71,18.0,9.0,18.0,10.857142857142858,11.333333333333334,Tuesday,1,False,2,9,2025,1,False,,1.0,30
2025-02-26,P008,Cheese Danish,Pastry,17,59.5,20.4,39.1,8,65.71,7.0,8.0,11.0,10.571428571428571,11.366666666666667,Wednesday,2,False,2,9,2025,1,False,,1.0,30
2025-02-27,P008,Cheese Danish,Pastry,16,56.0,19.2,36.8,12,65.71,17.0,11.0,19.0,11.857142857142858,11.6,Thursday,3,False,2,9,2025,1,False,,1.0,30
2025-03-01,P008,Cheese Danish,Pastry,22,77.0,26.4,50.6,10,65.71,16.0,6.0,21.0,12.571428571428571,11.733333333333333,Saturday,5,True,3,9,2025,1,False,,1.0,30
2025-03-02,P008,Cheese Danish,Pastry,7,24.5,8.4,16.1,4,65.71,22.0,15.0,19.0,14.857142857142858,12.2,Sunday,6,True,3,9,2025,1,False,,1.0,30
2025-03-03,P008,Cheese Danish,Pastry,11,38.5,13.2,25.299999999999997,6,65.71,7.0,9.0,19.0,13.714285714285714,12.333333333333334,Monday,0,False,3,10,2025,1,False,,1.0,30
2025-03-04,P008,Cheese Danish,Pastry,2,7.0,2.4,4.6,2,65.71,11.0,18.0,20.0,14.0,12.5,Tuesday,1,False,3,10,2025,1,False,,1.0,30
2025-03-05,P008,Cheese Danish,Pastry,4,14.0,4.8,9.2,3,65.71,2.0,7.0,9.0,11.714285714285714,12.166666666666666,Wednesday,2,False,3,10,2025,1,False,,1.0,30
2025-03-06,P008,Cheese Danish,Pastry,2,7.0,2.4,4.6,1,65.71,4.0,17.0,8.0,11.285714285714286,11.8,Thursday,3,False,3,10,2025,1,False,,1.0,30
2025-03-07,P008,Cheese Danish,Pastry,16,56.0,19.2,36.8,11,65.71,2.0,16.0,11.0,9.142857142857142,11.6,Friday,4,False,3,10,2025,1,False,,1.0,30
2025-03-08,P008,Cheese Danish,Pastry,9,31.5,10.8,20.7,6,65.71,16.0,22.0,6.0,9.142857142857142,11.833333333333334,Saturday,5,True,3,10,2025,1,False,,1.0,30
2025-03-09,P008,Cheese Danish,Pastry,16,56.0,19.2,36.8,9,65.71,9.0,7.0,15.0,7.285714285714286,11.966666666666667,Sunday,6,True,3,10,2025,1,False,,1.0,30
2025-03-10,P008,Cheese Danish,Pastry,10,35.0,12.0,23.0,4,65.71,16.0,11.0,9.0,8.571428571428571,12.233333333333333,Monday,0,False,3,11,2025,1,False,,1.0,30
2025-03-11,P008,Cheese Danish,Pastry,6,21.0,7.199999999999999,13.799999999999999,4,65.71,10.0,2.0,18.0,8.428571428571429,12.333333333333334,Tuesday,1,False,3,11,2025,1,False,,1.0,30
2025-03-12,P008,Cheese Danish,Pastry,9,31.5,10.799999999999999,20.7,7,65.71,6.0,4.0,7.0,9.0,12.3,Wednesday,2,False,3,11,2025,1,False,,1.0,30
2025-03-13,P008,Cheese Danish,Pastry,13,45.5,15.6,29.9,6,65.71,9.0,2.0,17.0,9.714285714285714,12.066666666666666,Thursday,3,False,3,11,2025,1,False,,1.0,30
2025-03-14,P008,Cheese Danish,Pastry,11,38.5,13.2,25.299999999999997,6,65.71,13.0,16.0,16.0,11.285714285714286,12.333333333333334,Friday,4,False,3,11,2025,1,False,,1.0,30
2025-03-15,P008,Cheese Danish,Pastry,17,59.5,20.4,39.099999999999994,8,65.71,11.0,9.0,22.0,10.571428571428571,12.1,Saturday,5,True,3,11,2025,1,False,,1.0,30
2025-03-16,P008,Cheese Danish,Pastry,17,59.5,20.4,39.1,11,65.71,17.0,16.0,7.0,11.714285714285714,12.3,Sunday,6,True,3,11,2025,1,False,,1.0,30
2025-03-17,P008,Cheese Danish,Pastry,1,3.5,1.2,2.3,1,65.71,17.0,10.0,11.0,11.857142857142858,12.233333333333333,Monday,0,False,3,12,2025,1,False,,1.0,30
2025-03-18,P008,Cheese Danish,Pastry,1,3.5,1.2,2.3,1,65.71,1.0,6.0,2.0,10.571428571428571,11.566666666666666,Tuesday,1,False,3,12,2025,1,False,,1.0,30
2025-03-19,P008,Cheese Danish,Pastry,8,28.0,9.6,18.4,5,65.71,1.0,9.0,4.0,9.857142857142858,10.966666666666667,Wednesday,2,False,3,12,2025,1,False,,1.0,30
2025-03-20,P008,Cheese Danish,Pastry,9,31.5,10.8,20.7,5,65.71,8.0,13.0,2.0,9.714285714285714,10.6,Thursday,3,False,3,12,2025,1,False,,1.0,30
2025-03-21,P008,Cheese Danish,Pastry,7,24.5,8.4,16.099999999999998,3,65.71,9.0,11.0,16.0,9.142857142857142,10.233333333333333,Friday,4,False,3,12,2025,1,False,,1.0,30
2025-03-22,P008,Cheese Danish,Pastry,15,52.5,18.0,34.5,9,65.71,7.0,17.0,9.0,8.571428571428571,10.166666666666666,Saturday,5,True,3,12,2025,1,False,,1.0,29
2025-03-23,P008,Cheese Danish,Pastry,10,35.0,12.0,23.0,7,65.71,15.0,17.0,16.0,8.285714285714286,10.4,Sunday,6,True,3,12,2025,1,False,,1.0,28
2025-03-24,P008,Cheese Danish,Pastry,3,10.5,3.5999999999999996,6.8999999999999995,2,65.71,10.0,1.0,10.0,7.285714285714286,10.366666666666667,Monday,0,False,3,13,2025,1,False,,1.0,27
2025-03-25,P008,Cheese Danish,Pastry,6,21.0,7.199999999999999,13.799999999999999,5,65.71,3.0,1.0,6.0,7.571428571428571,10.266666666666667,Tuesday,1,False,3,13,2025,1,False,,1.0,26
2025-03-26,P008,Cheese Danish,Pastry,11,38.5,13.2,25.299999999999997,5,65.71,6.0,8.0,9.0,8.285714285714286,9.966666666666667,Wednesday,2,False,3,13,2025,1,False,,1.0,25
2025-03-27,P008,Cheese Danish,Pastry,6,21.0,7.199999999999999,13.799999999999999,3,65.71,11.0,9.0,13.0,8.714285714285714,10.033333333333333,Thursday,3,False,3,13,2025,1,False,,1.0,24
2025-03-28,P008,Cheese Danish,Pastry,4,14.0,4.8,9.2,3,65.71,6.0,7.0,11.0,8.285714285714286,9.633333333333333,Friday,4,False,3,13,2025,1,False,,1.0,23
2025-03-29,P008,Cheese Danish,Pastry,10,35.0,12.0,23.0,5,65.71,4.0,15.0,17.0,7.857142857142857,9.533333333333333,Saturday,5,True,3,13,2025,1,False,,1.0,22
2025-03-30,P008,Cheese Danish,Pastry,16,56.0,19.2,36.8,8,65.71,10.0,10.0,17.0,7.142857142857143,9.3,Sunday,6,True,3,13,2025,1,False,,1.0,21
2025-03-31,P008,Cheese Danish,Pastry,14,49.0,16.8,32.2,6,65.71,16.0,3.0,1.0,8.0,9.3,Monday,0,False,3,14,2025,1,False,,1.0,20
2025-04-01,P008,Cheese Danish,Pastry,6,21.0,7.199999999999999,13.799999999999999,4,65.71,14.0,6.0,1.0,9.571428571428571,9.033333333333333,Tuesday,1,False,4,14,2025,2,False,,1.0,19
2025-04-02,P008,Cheese Danish,Pastry,2,7.0,2.4,4.6,2,65.71,6.0,11.0,8.0,9.571428571428571,9.0,Wednesday,2,False,4,14,2025,2,False,,1.0,18
2025-04-03,P008,Cheese Danish,Pastry,1,3.5,1.2,2.3,1,65.71,2.0,6.0,9.0,8.285714285714286,8.7,Thursday,3,False,4,14,2025,2,False,,1.0,17
2025-04-04,P008,Cheese Danish,Pastry,7,24.5,8.4,16.1,4,65.71,1.0,4.0,7.0,7.571428571428571,8.666666666666666,Friday,4,False,4,14,2025,2,False,,1.0,16
2025-04-05,P008,Cheese Danish,Pastry,10,35.0,12.0,23.0,7,65.71,7.0,10.0,15.0,8.0,8.766666666666667,Saturday,5,True,4,14,2025,2,False,,1.0,15
2025-04-06,P008,Cheese Danish,Pastry,20,70.0,24.0,46.0,11,65.71,10.0,16.0,10.0,8.0,9.033333333333333,Sunday,6,True,4,14,2025,2,False,,1.0,14
2025-04-07,P008,Cheese Danish,Pastry,13,45.5,15.600000000000001,29.9,6,65.71,20.0,14.0,3.0,8.571428571428571,9.166666666666666,Monday,0,False,4,15,2025,2,False,,1.0,13
2025-04-08,P008,Cheese Danish,Pastry,16,56.0,19.2,36.8,7,65.71,13.0,6.0,6.0,8.428571428571429,9.3,Tuesday,1,False,4,15,2025,2,False,,1.0,12
2025-04-09,P008,Cheese Danish,Pastry,19,66.5,22.799999999999997,43.699999999999996,7,65.71,16.0,2.0,11.0,9.857142857142858,9.3,Wednesday,2,False,4,15,2025,2,False,,1.0,11
2025-04-10,P008,Cheese Danish,Pastry,3,10.5,3.5999999999999996,6.8999999999999995,2,65.71,19.0,1.0,6.0,12.285714285714286,9.6,Thursday,3,False,4,15,2025,2,False,,1.0,10
2025-04-11,P008,Cheese Danish,Pastry,13,45.5,15.6,29.9,7,65.71,3.0,7.0,4.0,12.571428571428571,9.5,Friday,4,False,4,15,2025,2,False,,1.0,9
2025-04-12,P008,Cheese Danish,Pastry,18,63.0,21.6,41.4,10,65.71,13.0,10.0,10.0,13.428571428571429,9.633333333333333,Saturday,5,True,4,15,2025,2,False,,1.0,8
2025-04-13,P008,Cheese Danish,Pastry,8,28.0,9.6,18.4,6,65.71,18.0,20.0,16.0,14.571428571428571,9.8,Sunday,6,True,4,15,2025,2,False,,1.0,7
2025-04-14,P008,Cheese Danish,Pastry,6,21.0,7.199999999999999,13.799999999999999,3,65.71,8.0,13.0,14.0,12.857142857142858,9.7,Monday,0,False,4,16,2025,2,False,,1.0,6
2025-04-15,P008,Cheese Danish,Pastry,6,21.0,7.199999999999999,13.799999999999999,3,65.71,6.0,16.0,6.0,11.857142857142858,9.333333333333334,Tuesday,1,False,4,16,2025,2,False,,1.0,5
2025-04-16,P008,Cheese Danish,Pastry,1,3.5,1.2,2.3,1,65.71,6.0,19.0,2.0,10.428571428571429,8.966666666666667,Wednesday,2,False,4,16,2025,2,False,,1.0,4
2025-04-17,P008,Cheese Danish,Pastry,14,49.0,16.8,32.199999999999996,8,65.71,1.0,3.0,1.0,7.857142857142857,8.966666666666667,Thursday,3,False,4,16,2025,2,True,Easter,1.7,3
2025-04-18,P008,Cheese Danish,Pastry,1,3.5,1.2,2.3,1,65.71,14.0,13.0,7.0,9.428571428571429,9.4,Friday,4,False,4,16,2025,2,True,Easter,1.7,2
2025-04-19,P008,Cheese Danish,Pastry,32,112.0,38.4,73.6,20,65.71,1.0,18.0,10.0,7.714285714285714,9.166666666666666,Saturday,5,True,4,16,2025,2,True,Easter,1.7,1
2025-04-20,P008,Cheese Danish,Pastry,29,101.5,34.8,66.7,16,65.71,32.0,8.0,20.0,9.714285714285714,9.933333333333334,Sunday,6,True,4,16,2025,2,True,Easter,1.7,0
2025-04-21,P008,Cheese Danish,Pastry,12,42.0,14.4,27.6,5,65.71,29.0,6.0,13.0,12.714285714285714,10.666666666666666,Monday,0,False,4,17,2025,2,True,Easter,1.7,20
2025-04-22,P008,Cheese Danish,Pastry,16,56.0,19.2,36.8,9,65.71,12.0,6.0,16.0,13.571428571428571,10.566666666666666,Tuesday,1,False,4,17,2025,2,True,Easter,1.7,19
2025-04-23,P008,Cheese Danish,Pastry,17,59.5,20.4,39.1,10,65.71,16.0,1.0,19.0,15.0,10.766666666666667,Wednesday,2,False,4,17,2025,2,True,Easter,1.7,18
2025-04-24,P008,Cheese Danish,Pastry,12,42.0,14.4,27.599999999999998,9,65.71,17.0,14.0,3.0,17.285714285714285,11.233333333333333,Thursday,3,False,4,17,2025,2,False,,1.0,17
