shift_date,role,scheduled_count,recommended_count,staff_delta,hourly_rate,shift_hours,overstaffing_cost,is_weekend
2024-06-15,Pastry Chef,3,4,-1,24,8,0,True
2024-06-15,Kitchen Assistant,4,6,-2,18,8,0,True
2024-06-15,Store Associate,6,8,-2,16,8,0,True
2024-06-15,Decorator,2,2,0,22,8,0,True
2024-06-15,Delivery,3,4,-1,17,8,0,True
2024-06-16,Head Baker,3,4,-1,28,8,0,True
2024-06-16,Pastry Chef,3,4,-1,24,8,0,True
2024-06-16,Kitchen Assistant,5,6,-1,18,8,0,True
2024-06-16,Store Associate,6,8,-2,16,8,0,True
2024-06-16,Decorator,1,2,-1,22,8,0,True
2024-06-16,Delivery,3,4,-1,17,8,0,True
2024-06-17,Head Baker,2,3,-1,28,8,0,False
2024-06-17,Pastry Chef,2,3,-1,24,8,0,False
2024-06-17,Kitchen Assistant,3,5,-2,18,8,0,False
2024-06-17,Store Associate,5,7,-2,16,8,0,False
2024-06-17,Decorator,1,1,0,22,8,0,False
2024-06-17,Delivery,2,3,-1,17,8,0,False
2024-06-18,Head Baker,1,3,-2,28,8,0,False
2024-06-18,Pastry Chef,2,3,-1,24,8,0,False
2024-06-18,Kitchen Assistant,2,5,-3,18,8,0,False
2024-06-18,Store Associate,4,7,-3,16,8,0,False
2024-06-18,Decorator,1,1,0,22,8,0,False
2024-06-18,Delivery,1,3,-2,17,8,0,False
2024-06-19,Head Baker,2,3,-1,28,8,0,False
2024-06-19,Pastry Chef,2,3,-1,24,8,0,False
2024-06-19,Kitchen Assistant,3,5,-2,18,8,0,False
2024-06-19,Store Associate,4,7,-3,16,8,0,False
2024-06-19,Decorator,1,1,0,22,8,0,False
2024-06-19,Delivery,2,3,-1,17,8,0,False
2024-06-20,Head Baker,2,2,0,28,8,0,False
2024-06-20,Pastry Chef,1,2,-1,24,8,0,False
2024-06-20,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-20,Store Associate,4,4,0,16,8,0,False
2024-06-20,Decorator,1,1,0,22,8,0,False
2024-06-20,Delivery,2,2,0,17,8,0,False
2024-06-21,Head Baker,1,2,-1,28,8,0,False
2024-06-21,Pastry Chef,2,2,0,24,8,0,False
2024-06-21,Kitchen Assistant,4,3,1,18,8,144,False
2024-06-21,Store Associate,5,4,1,16,8,128,False
2024-06-21,Decorator,2,1,1,22,8,176,False
2024-06-21,Delivery,3,2,1,17,8,136,False
2024-06-22,Head Baker,3,3,0,28,8,0,True
2024-06-22,Pastry Chef,3,3,0,24,8,0,True
2024-06-22,Kitchen Assistant,4,5,-1,18,8,0,True
2024-06-22,Store Associate,7,7,0,16,8,0,True
2024-06-22,Decorator,1,1,0,22,8,0,True
2024-06-22,Delivery,4,3,1,17,8,136,True
2024-06-23,Head Baker,3,3,0,28,8,0,True
2024-06-23,Pastry Chef,3,3,0,24,8,0,True
2024-06-23,Kitchen Assistant,4,5,-1,18,8,0,True
2024-06-23,Store Associate,6,7,-1,16,8,0,True
2024-06-23,Decorator,1,1,0,22,8,0,True
2024-06-23,Delivery,3,3,0,17,8,0,True
2024-06-24,Head Baker,2,2,0,28,8,0,False
2024-06-24,Pastry Chef,2,2,0,24,8,0,False
2024-06-24,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-24,Store Associate,5,4,1,16,8,128,False
2024-06-24,Decorator,1,1,0,22,8,0,False
2024-06-24,Delivery,2,2,0,17,8,0,False
2024-06-25,Head Baker,2,2,0,28,8,0,False
2024-06-25,Pastry Chef,1,2,-1,24,8,0,False
2024-06-25,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-25,Store Associate,4,4,0,16,8,0,False
2024-06-25,Decorator,1,1,0,22,8,0,False
2024-06-25,Delivery,2,2,0,17,8,0,False
2024-06-26,Head Baker,2,2,0,28,8,0,False
2024-06-26,Pastry Chef,2,2,0,24,8,0,False
2024-06-26,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-26,Store Associate,4,4,0,16,8,0,False
2024-06-26,Decorator,1,1,0,22,8,0,False
2024-06-26,Delivery,1,2,-1,17,8,0,False
2024-06-27,Head Baker,2,2,0,28,8,0,False
2024-06-27,Pastry Chef,2,2,0,24,8,0,False
2024-06-27,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-27,Store Associate,4,4,0,16,8,0,False
2024-06-27,Decorator,1,1,0,22,8,0,False
2024-06-27,Delivery,2,2,0,17,8,0,False
2024-06-28,Head Baker,2,2,0,28,8,0,False
2024-06-28,Pastry Chef,1,2,-1,24,8,0,False
2024-06-28,Kitchen Assistant,3,3,0,18,8,0,False
2024-06-28,Store Associate,3,4,-1,16,8,0,False
2024-06-28,Decorator,1,1,0,22,8,0,False
2024-06-28,Delivery,2,2,0,17,8,0,False
2024-06-29,Head Baker,3,3,0,28,8,0,True
2024-06-29,Pastry Chef,3,3,0,24,8,0,True
2024-06-29,Kitchen Assistant,4,5,-1,18,8,0,True
2024-06-29,Store Associate,6,7,-1,16,8,0,True
2024-06-29,Decorator,1,1,0,22,8,0,True
2024-06-29,Delivery,3,3,0,17,8,0,True
2024-06-30,Head Baker,2,3,-1,28,8,0,True
2024-06-30,Pastry Chef,3,3,0,24,8,0,True
2024-06-30,Kitchen Assistant,4,5,-1,18,8,0,True
2024-06-30,Store Associate,6,7,-1,16,8,0,True
2024-06-30,Decorator,1,1,0,22,8,0,True
2024-06-30,Delivery,3,3,0,17,8,0,True
2024-07-01,Head Baker,3,3,0,28,8,0,False
2024-07-01,Pastry Chef,2,3,-1,24,8,0,False
2024-07-01,Kitchen Assistant,3,4,-1,18,8,0,False
2024-07-01,Store Associate,5,6,-1,16,8,0,False
2024-07-01,Decorator,1,1,0,22,8,0,False
2024-07-01,Delivery,2,3,-1,17,8,0,False
2024-07-02,Head Baker,2,3,-1,28,8,0,False
2024-07-02,Pastry Chef,2,3,-1,24,8,0,False
2024-07-02,Kitchen Assistant,4,4,0,18,8,0,False
2024-07-02,Store Associate,4,6,-2,16,8,0,False
2024-07-02,Decorator,1,1,0,22,8,0,False
2024-07-02,Delivery,2,3,-1,17,8,0,False
2024-07-03,Head Baker,2,3,-1,28,8,0,False
2024-07-03,Pastry Chef,2,3,-1,24,8,0,False
2024-07-03,Kitchen Assistant,3,4,-1,18,8,0,False
2024-07-03,Store Associate,4,6,-2,16,8,0,False
2024-07-03,Decorator,1,1,0,22,8,0,False
2024-07-03,Delivery,2,3,-1,17,8,0,False
2024-07-04,Head Baker,2,3,-1,28,8,0,False
2024-07-04,Pastry Chef,2,3,-1,24,8,0,False
2024-07-04,Kitchen Assistant,3,4,-1,18,8,0,False
2024-07-04,Store Associate,3,6,-3,16,8,0,False
2024-07-04,Decorator,1,1,0,22,8,0,False
2024-07-04,Delivery,2,3,-1,17,8,0,False
2024-07-05,Head Baker,2,3,-1,28,8,0,False
2024-07-05,Pastry Chef,2,3,-1,24,8,0,False
2024-07-05,Kitchen Assistant,3,4,-1,18,8,0,False
2024-07-05,Store Associate,4,6,-2,16,8,0,False
2024-07-05,Decorator,2,1,1,22,8,176,False
2024-07-05,Delivery,1,3,-2,17,8,0,False
2024-07-06,Head Baker,3,4,-1,28,8,0,True
2024-07-06,Pastry Chef,3,4,-1,24,8,0,True
2024-07-06,Kitchen Assistant,4,6,-2,18,8,0,True
2024-07-06,Store Associate,5,8,-3,16,8,0,True
2024-07-06,Decorator,1,2,-1,22,8,0,True
2024-07-06,Delivery,4,4,0,17,8,0,True
2024-07-07,Head Baker,2,4,-2,28,8,0,True
2024-07-07,Pastry Chef,3,4,-1,24,8,0,True
2024-07-07,Kitchen Assistant,4,6,-2,18,8,0,True
2024-07-07,Store Associate,6,8,-2,16,8,0,True
2024-07-07,Decorator,1,2,-1,22,8,0,True
2024-07-07,Delivery,3,4,-1,17,8,0,True
2024-07-08,Head Baker,3,2,1,28,8,224,False
2024-07-08,Pastry Chef,2,2,0,24,8,0,False
2024-07-08,Kitchen Assistant,4,3,1,18,8,144,False
2024-07-08,Store Associate,4,4,0,16,8,0,False
2024-07-08,Decorator,1,1,0,22,8,0,False
2024-07-08,Delivery,2,2,0,17,8,0,False
2024-07-09,Head Baker,2,2,0,28,8,0,False
2024-07-09,Pastry Chef,2,2,0,24,8,0,False
2024-07-09,Kitchen Assistant,3,3,0,18,8,0,False
2024-07-09,Store Associate,4,4,0,16,8,0,False
2024-07-09,Decorator,1,1,0,22,8,0,False
2024-07-09,Delivery,3,2,1,17,8,136,False
2024-07-10,Head Baker,1,2,-1,28,8,0,False
2024-07-10,Pastry Chef,1,2,-1,24,8,0,False
2024-07-10,Kitchen Assistant,2,3,-1,18,8,0,False
2024-07-10,Store Associate,4,4,0,16,8,0,False
2024-07-10,Decorator,1,1,0,22,8,0,False
2024-07-10,Delivery,2,2,0,17,8,0,False
2024-07-11,Head Baker,2,2,0,28,8,0,False
2024-07-11,Pastry Chef,2,2,0,24,8,0,False
2024-07-11,Kitchen Assistant,3,3,0,18,8,0,False
2024-07-11,Store Associate,4,4,0,16,8,0,False
2024-07-11,Decorator,1,1,0,22,8,0,False
2024-07-11,Delivery,2,2,0,17,8,0,False
2024-07-12,Head Baker,2,2,0,28,8,0,False
2024-07-12,Pastry Chef,2,2,0,24,8,0,False
2024-07-12,Kitchen Assistant,2,3,-1,18,8,0,False
2024-07-12,Store Associate,3,4,-1,16,8,0,False
2024-07-12,Decorator,1,1,0,22,8,0,False
2024-07-12,Delivery,2,2,0,17,8,0,False
2024-07-13,Head Baker,3,3,0,28,8,0,True
2024-07-13,Pastry Chef,3,3,0,24,8,0,True
2024-07-13,Kitchen Assistant,4,5,-1,18,8,0,True
2024-07-13,Store Associate,6,7,-1,16,8,0,True
2024-07-13,Decorator,1,1,0,22,8,0,True
2024-07-13,Delivery,3,3,0,17,8,0,True
2024-07-14,Head Baker,4,3,1,28,8,224,True
2024-07-14,Pastry Chef,3,3,0,24,8,0,True
2024-07-14,Kitchen Assistant,5,5,0,18,8,0,True
2024-07-14,Store Associate,6,7,-1,16,8,0,True
2024-07-14,Decorator,1,1,0,22,8,0,True
2024-07-14,Delivery,3,3,0,17,8,0,True
2024-07-15,Head Baker,2,2,0,28,8,0,False
2024-07-15,Pastry Chef,2,2,0,24,8,0,False
2024-07-15,Kitchen Assistant,2,3,-1,18,8,0,False
2024-07-15,Store Associate,4,4,0,16,8,0,False
2024-07-15,Decorator,1,1,0,22,8,0,False
2024-07-15,Delivery,2,2,0,17,8,0,False
2024-07-16,Head Baker,2,2,0,28,8,0,False
2024-07-16,Pastry Chef,2,2,0,24,8,0,False
2024-07-16,Kitchen Assistant,2,3,-1,18,8,0,False
2024-07-16,Store Associate,4,4,0,16,8,0,False
2024-07-16,Decorator,1,1,0,22,8,0,False
2024-07-16,Delivery,2,2,0,17,8,0,False
2024-07-17,Head Baker,2,2,0,28,8,0,False
2024-07-17,Pastry Chef,2,2,0,24,8,0,False
2024-07-17,Kitchen Assistant,4,3,1,18,8,144,False
2024-07-17,Store Associate,5,4,1,16,8,128,False
2024-07-17,Decorator,1,1,0,22,8,0,False
2024-07-17,Delivery,2,2,0,17,8,0,False
2024-07-18,Head Baker,2,2,0,28,8,0,False
2024-07-18,Pastry Chef,2,2,0,24,8,0,False
2024-07-18,Kitchen Assistant,3,3,0,18,8,0,False
2024-07-18,Store Associate,4,4,0,16,8,0,False
2024-07-18,Decorator,1,1,0,22,8,0,False
2024-07-18,Delivery,2,2,0,17,8,0,False
2024-07-19,Head Baker,2,2,0,28,8,0,False
2024-07-19,Pastry Chef,2,2,0,24,8,0,False
2024-07-19,Kitchen Assistant,3,3,0,18,8,0,False
2024-07-19,Store Associate,4,4,0,16,8,0,False
2024-07-19,Decorator,1,1,0,22,8,0,False
2024-07-19,Delivery,2,2,0,17,8,0,False
2024-07-20,Head Baker,3,3,0,28,8,0,True
2024-07-20,Pastry Chef,3,3,0,24,8,0,True
2024-07-20,Kitchen Assistant,4,5,-1,18,8,0,True
2024-07-20,Store Associate,6,7,-1,16,8,0,True
2024-07-20,Decorator,2,1,1,22,8,176,True
2024-07-20,Delivery,2,3,-1,17,8,0,True
2024-07-21,Head Baker,3,3,0,28,8,0,True
2024-07-21,Pastry Chef,2,3,-1,24,8,0,True
2024-07-21,Kitchen Assistant,3,5,-2,18,8,0,True
2024-07-21,Store Associate,7,7,0,16,8,0,True
2024-07-21,Decorator,1,1,0,22,8,0,True
2024-07-21,Delivery,4,3,1,17,8,136,True
2024-07-22,Head Baker,2,2,0,28,8,0,False
2024-07-22,Pastry Chef,2,2,0,24,8,0,False
2024-07-22,Kitchen Assistant,3,3,0,18,8,0,False
2024-07-22,Store Associate,5,4,1,16,8,128,False
2024-07-22,Decorator,1,1,0,22,8,0,False
2024-07-22,Delivery,2,2,0,17,8,0,False
2024-07-23,Head Baker,2,2,0,28,8,0,False
2024-07-23,Pastry Chef,2,2,0,24,8,0,False
2024-07-23,Kitchen Assistant,4,3,1,18,8,144,False
2024-07-23,Store Associate,4,4,0,16,8,0,False
2024-07-23,Decorator,2,1,1,22,8,176,False
2024-07-23,Delivery,2,2,0,17,8,0,False
2024-07-24,Head Baker,2,2,0,28,8,0,False
2024-07-24,Pastry Chef,1,2,-1,24,8,0,False
2024-07-24,Kitchen Assistant,3,3,0,18,8,0,False
2024-07-24,Store Associate,4,4,0,16,8,0,False
2024-07-24,Decorator,2,1,1,22,8,176,False
2024-07-24,Delivery,2,2,0,17,8,0,False
2024-07-25,Head Baker,2,2,0,28,8,0,False
2024-07-25,Pastry Chef,3,2,1,24,8,192,False
2024-07-25,Kitchen Assistant,3,3,0,18,8,0,False
2024-07-25,Store Associate,5,4,1,16,8,128,False
2024-07-25,Decorator,1,1,0,22,8,0,False
2024-07-25,Delivery,2,2,0,17,8,0,False
2024-07-26,Head Baker,2,2,0,28,8,0,False
2024-07-26,Pastry Chef,2,2,0,24,8,0,False
2024-07-26,Kitchen Assistant,3,3,0,18,8,0,False
2024-07-26,Store Associate,4,4,0,16,8,0,False
2024-07-26,Decorator,1,1,0,22,8,0,False
2024-07-26,Delivery,2,2,0,17,8,0,False
2024-07-27,Head Baker,3,3,0,28,8,0,True
2024-07-27,Pastry Chef,3,3,0,24,8,0,True
2024-07-27,Kitchen Assistant,4,5,-1,18,8,0,True
2024-07-27,Store Associate,7,7,0,16,8,0,True
2024-07-27,Decorator,1,1,0,22,8,0,True
2024-07-27,Delivery,3,3,0,17,8,0,True
2024-07-28,Head Baker,3,3,0,28,8,0,True
2024-07-28,Pastry Chef,3,3,0,24,8,0,True
2024-07-28,Kitchen Assistant,3,5,-2,18,8,0,True
2024-07-28,Store Associate,6,7,-1,16,8,0,True
2024-07-28,Decorator,1,1,0,22,8,0,True
2024-07-28,Delivery,3,3,0,17,8,0,True
2024-07-29,Head Baker,2,2,0,28,8,0,False
2024-07-29,Pastry Chef,2,2,0,24,8,0,False
2024-07-29,Kitchen Assistant,3,3,0,18,8,0,False
2024-07-29,Store Associate,3,4,-1,16,8,0,False
2024-07-29,Decorator,1,1,0,22,8,0,False
2024-07-29,Delivery,2,2,0,17,8,0,False
2024-07-30,Head Baker,2,2,0,28,8,0,False
2024-07-30,Pastry Chef,3,2,1,24,8,192,False
2024-07-30,Kitchen Assistant,3,3,0,18,8,0,False
2024-07-30,Store Associate,4,4,0,16,8,0,False
2024-07-30,Decorator,2,1,1,22,8,176,False
2024-07-30,Delivery,2,2,0,17,8,0,False
2024-07-31,Head Baker,3,2,1,28,8,224,False
2024-07-31,Pastry Chef,2,2,0,24,8,0,False
2024-07-31,Kitchen Assistant,2,3,-1,18,8,0,False
2024-07-31,Store Associate,4,4,0,16,8,0,False
2024-07-31,Decorator,1,1,0,22,8,0,False
2024-07-31,Delivery,2,2,0,17,8,0,False
2024-08-01,Head Baker,2,2,0,28,8,0,False
2024-08-01,Pastry Chef,2,2,0,24,8,0,False
2024-08-01,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-01,Store Associate,4,4,0,16,8,0,False
2024-08-01,Decorator,1,1,0,22,8,0,False
2024-08-01,Delivery,1,2,-1,17,8,0,False
2024-08-02,Head Baker,2,2,0,28,8,0,False
2024-08-02,Pastry Chef,3,2,1,24,8,192,False
2024-08-02,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-02,Store Associate,5,4,1,16,8,128,False
2024-08-02,Decorator,1,1,0,22,8,0,False
2024-08-02,Delivery,2,2,0,17,8,0,False
2024-08-03,Head Baker,3,3,0,28,8,0,True
2024-08-03,Pastry Chef,3,3,0,24,8,0,True
2024-08-03,Kitchen Assistant,4,5,-1,18,8,0,True
2024-08-03,Store Associate,6,7,-1,16,8,0,True
2024-08-03,Decorator,1,1,0,22,8,0,True
2024-08-03,Delivery,3,3,0,17,8,0,True
2024-08-04,Head Baker,3,3,0,28,8,0,True
2024-08-04,Pastry Chef,3,3,0,24,8,0,True
2024-08-04,Kitchen Assistant,4,5,-1,18,8,0,True
2024-08-04,Store Associate,7,7,0,16,8,0,True
2024-08-04,Decorator,1,1,0,22,8,0,True
2024-08-04,Delivery,3,3,0,17,8,0,True
2024-08-05,Head Baker,1,2,-1,28,8,0,False
2024-08-05,Pastry Chef,2,2,0,24,8,0,False
2024-08-05,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-05,Store Associate,4,4,0,16,8,0,False
2024-08-05,Decorator,1,1,0,22,8,0,False
2024-08-05,Delivery,2,2,0,17,8,0,False
2024-08-06,Head Baker,2,2,0,28,8,0,False
2024-08-06,Pastry Chef,3,2,1,24,8,192,False
2024-08-06,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-06,Store Associate,4,4,0,16,8,0,False
2024-08-06,Decorator,1,1,0,22,8,0,False
2024-08-06,Delivery,1,2,-1,17,8,0,False
2024-08-07,Head Baker,2,2,0,28,8,0,False
2024-08-07,Pastry Chef,2,2,0,24,8,0,False
2024-08-07,Kitchen Assistant,4,3,1,18,8,144,False
2024-08-07,Store Associate,3,4,-1,16,8,0,False
2024-08-07,Decorator,1,1,0,22,8,0,False
2024-08-07,Delivery,3,2,1,17,8,136,False
2024-08-08,Head Baker,2,2,0,28,8,0,False
2024-08-08,Pastry Chef,3,2,1,24,8,192,False
2024-08-08,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-08,Store Associate,4,4,0,16,8,0,False
2024-08-08,Decorator,1,1,0,22,8,0,False
2024-08-08,Delivery,2,2,0,17,8,0,False
2024-08-09,Head Baker,2,2,0,28,8,0,False
2024-08-09,Pastry Chef,2,2,0,24,8,0,False
2024-08-09,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-09,Store Associate,4,4,0,16,8,0,False
2024-08-09,Decorator,1,1,0,22,8,0,False
2024-08-09,Delivery,2,2,0,17,8,0,False
2024-08-10,Head Baker,3,3,0,28,8,0,True
2024-08-10,Pastry Chef,2,3,-1,24,8,0,True
2024-08-10,Kitchen Assistant,4,5,-1,18,8,0,True
2024-08-10,Store Associate,6,7,-1,16,8,0,True
2024-08-10,Decorator,1,1,0,22,8,0,True
2024-08-10,Delivery,4,3,1,17,8,136,True
2024-08-11,Head Baker,3,3,0,28,8,0,True
2024-08-11,Pastry Chef,3,3,0,24,8,0,True
2024-08-11,Kitchen Assistant,4,5,-1,18,8,0,True
2024-08-11,Store Associate,6,7,-1,16,8,0,True
2024-08-11,Decorator,1,1,0,22,8,0,True
2024-08-11,Delivery,3,3,0,17,8,0,True
2024-08-12,Head Baker,2,2,0,28,8,0,False
2024-08-12,Pastry Chef,2,2,0,24,8,0,False
2024-08-12,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-12,Store Associate,5,4,1,16,8,128,False
2024-08-12,Decorator,1,1,0,22,8,0,False
2024-08-12,Delivery,2,2,0,17,8,0,False
2024-08-13,Head Baker,2,2,0,28,8,0,False
2024-08-13,Pastry Chef,3,2,1,24,8,192,False
2024-08-13,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-13,Store Associate,4,4,0,16,8,0,False
2024-08-13,Decorator,1,1,0,22,8,0,False
2024-08-13,Delivery,2,2,0,17,8,0,False
2024-08-14,Head Baker,1,2,-1,28,8,0,False
2024-08-14,Pastry Chef,2,2,0,24,8,0,False
2024-08-14,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-14,Store Associate,4,4,0,16,8,0,False
2024-08-14,Decorator,1,1,0,22,8,0,False
2024-08-14,Delivery,2,2,0,17,8,0,False
2024-08-15,Head Baker,2,2,0,28,8,0,False
2024-08-15,Pastry Chef,1,2,-1,24,8,0,False
2024-08-15,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-15,Store Associate,4,4,0,16,8,0,False
2024-08-15,Decorator,1,1,0,22,8,0,False
2024-08-15,Delivery,2,2,0,17,8,0,False
2024-08-16,Head Baker,3,2,1,28,8,224,False
2024-08-16,Pastry Chef,2,2,0,24,8,0,False
2024-08-16,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-16,Store Associate,4,4,0,16,8,0,False
2024-08-16,Decorator,1,1,0,22,8,0,False
2024-08-16,Delivery,2,2,0,17,8,0,False
2024-08-17,Head Baker,3,3,0,28,8,0,True
2024-08-17,Pastry Chef,4,3,1,24,8,192,True
2024-08-17,Kitchen Assistant,5,5,0,18,8,0,True
2024-08-17,Store Associate,5,7,-2,16,8,0,True
2024-08-17,Decorator,1,1,0,22,8,0,True
2024-08-17,Delivery,3,3,0,17,8,0,True
2024-08-18,Head Baker,3,3,0,28,8,0,True
2024-08-18,Pastry Chef,3,3,0,24,8,0,True
2024-08-18,Kitchen Assistant,4,5,-1,18,8,0,True
2024-08-18,Store Associate,6,7,-1,16,8,0,True
2024-08-18,Decorator,1,1,0,22,8,0,True
2024-08-18,Delivery,3,3,0,17,8,0,True
2024-08-19,Head Baker,2,2,0,28,8,0,False
2024-08-19,Pastry Chef,2,2,0,24,8,0,False
2024-08-19,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-19,Store Associate,4,4,0,16,8,0,False
2024-08-19,Decorator,1,1,0,22,8,0,False
2024-08-19,Delivery,2,2,0,17,8,0,False
2024-08-20,Head Baker,2,2,0,28,8,0,False
2024-08-20,Pastry Chef,2,2,0,24,8,0,False
2024-08-20,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-20,Store Associate,4,4,0,16,8,0,False
2024-08-20,Decorator,1,1,0,22,8,0,False
2024-08-20,Delivery,1,2,-1,17,8,0,False
2024-08-21,Head Baker,2,2,0,28,8,0,False
2024-08-21,Pastry Chef,3,2,1,24,8,192,False
2024-08-21,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-21,Store Associate,4,4,0,16,8,0,False
2024-08-21,Decorator,1,1,0,22,8,0,False
2024-08-21,Delivery,2,2,0,17,8,0,False
2024-08-22,Head Baker,1,2,-1,28,8,0,False
2024-08-22,Pastry Chef,2,2,0,24,8,0,False
2024-08-22,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-22,Store Associate,4,4,0,16,8,0,False
2024-08-22,Decorator,1,1,0,22,8,0,False
2024-08-22,Delivery,2,2,0,17,8,0,False
2024-08-23,Head Baker,2,2,0,28,8,0,False
2024-08-23,Pastry Chef,2,2,0,24,8,0,False
2024-08-23,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-23,Store Associate,4,4,0,16,8,0,False
2024-08-23,Decorator,1,1,0,22,8,0,False
2024-08-23,Delivery,3,2,1,17,8,136,False
2024-08-24,Head Baker,4,3,1,28,8,224,True
2024-08-24,Pastry Chef,3,3,0,24,8,0,True
2024-08-24,Kitchen Assistant,4,5,-1,18,8,0,True
2024-08-24,Store Associate,6,7,-1,16,8,0,True
2024-08-24,Decorator,1,1,0,22,8,0,True
2024-08-24,Delivery,3,3,0,17,8,0,True
2024-08-25,Head Baker,3,3,0,28,8,0,True
2024-08-25,Pastry Chef,3,3,0,24,8,0,True
2024-08-25,Kitchen Assistant,4,5,-1,18,8,0,True
2024-08-25,Store Associate,6,7,-1,16,8,0,True
2024-08-25,Decorator,1,1,0,22,8,0,True
2024-08-25,Delivery,3,3,0,17,8,0,True
2024-08-26,Head Baker,2,2,0,28,8,0,False
2024-08-26,Pastry Chef,3,2,1,24,8,192,False
2024-08-26,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-26,Store Associate,4,4,0,16,8,0,False
2024-08-26,Decorator,1,1,0,22,8,0,False
2024-08-26,Delivery,1,2,-1,17,8,0,False
2024-08-27,Head Baker,2,2,0,28,8,0,False
2024-08-27,Pastry Chef,2,2,0,24,8,0,False
2024-08-27,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-27,Store Associate,4,4,0,16,8,0,False
2024-08-27,Decorator,1,1,0,22,8,0,False
2024-08-27,Delivery,2,2,0,17,8,0,False
2024-08-28,Head Baker,2,2,0,28,8,0,False
2024-08-28,Pastry Chef,2,2,0,24,8,0,False
2024-08-28,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-28,Store Associate,4,4,0,16,8,0,False
2024-08-28,Decorator,1,1,0,22,8,0,False
2024-08-28,Delivery,2,2,0,17,8,0,False
2024-08-29,Head Baker,2,2,0,28,8,0,False
2024-08-29,Pastry Chef,2,2,0,24,8,0,False
2024-08-29,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-29,Store Associate,5,4,1,16,8,128,False
2024-08-29,Decorator,1,1,0,22,8,0,False
2024-08-29,Delivery,2,2,0,17,8,0,False
2024-08-30,Head Baker,2,2,0,28,8,0,False
2024-08-30,Pastry Chef,2,2,0,24,8,0,False
2024-08-30,Kitchen Assistant,3,3,0,18,8,0,False
2024-08-30,Store Associate,4,4,0,16,8,0,False
2024-08-30,Decorator,1,1,0,22,8,0,False
2024-08-30,Delivery,2,2,0,17,8,0,False
2024-08-31,Head Baker,3,3,0,28,8,0,True
2024-08-31,Pastry Chef,3,3,0,24,8,0,True
2024-08-31,Kitchen Assistant,4,5,-1,18,8,0,True
2024-08-31,Store Associate,6,7,-1,16,8,0,True
2024-08-31,Decorator,1,1,0,22,8,0,True
2024-08-31,Delivery,3,3,0,17,8,0,True
2024-09-01,Head Baker,3,3,0,28,8,0,True
2024-09-01,Pastry Chef,3,3,0,24,8,0,True
2024-09-01,Kitchen Assistant,4,5,-1,18,8,0,True
2024-09-01,Store Associate,6,7,-1,16,8,0,True
2024-09-01,Decorator,1,1,0,22,8,0,True
2024-09-01,Delivery,3,3,0,17,8,0,True
2024-09-02,Head Baker,1,2,-1,28,8,0,False
2024-09-02,Pastry Chef,1,2,-1,24,8,0,False
2024-09-02,Kitchen Assistant,4,3,1,18,8,144,False
2024-09-02,Store Associate,4,4,0,16,8,0,False
2024-09-02,Decorator,1,1,0,22,8,0,False
2024-09-02,Delivery,2,2,0,17,8,0,False
2024-09-03,Head Baker,2,2,0,28,8,0,False
2024-09-03,Pastry Chef,2,2,0,24,8,0,False
2024-09-03,Kitchen Assistant,4,3,1,18,8,144,False
2024-09-03,Store Associate,3,4,-1,16,8,0,False
2024-09-03,Decorator,1,1,0,22,8,0,False
2024-09-03,Delivery,2,2,0,17,8,0,False
2024-09-04,Head Baker,2,2,0,28,8,0,False
2024-09-04,Pastry Chef,3,2,1,24,8,192,False
2024-09-04,Kitchen Assistant,4,3,1,18,8,144,False
2024-09-04,Store Associate,4,4,0,16,8,0,False
2024-09-04,Decorator,1,1,0,22,8,0,False
2024-09-04,Delivery,2,2,0,17,8,0,False
2024-09-05,Head Baker,2,2,0,28,8,0,False
2024-09-05,Pastry Chef,3,2,1,24,8,192,False
2024-09-05,Kitchen Assistant,3,3,0,18,8,0,False
2024-09-05,Store Associate,4,4,0,16,8,0,False
2024-09-05,Decorator,1,1,0,22,8,0,False
2024-09-05,Delivery,2,2,0,17,8,0,False
2024-09-06,Head Baker,1,2,-1,28,8,0,False
2024-09-06,Pastry Chef,2,2,0,24,8,0,False
